prompt_id,prompt_variant,layer,pos,token,entropy,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
pos,orig,2,9, The,11.496994972229004, the,0.04370494931936264,",",0.040965672582387924, and,0.028641583397984505, of,0.025155533105134964,.,0.024716999381780624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8368152622133493
pos,orig,2,10, capital,11.47840404510498, the,0.045808397233486176,",",0.04121213033795357, and,0.029518892988562584,.,0.026440761983394623, of,0.02498054876923561, to,0.01929507963359356, in,0.01330217532813549, a,0.012200489640235901, is,0.011862189508974552,".
",0.011069944128394127, that,0.008352017030119896, are,0.007300086319446564, for,0.007175885606557131, with,0.005546242464333773, can,0.005218601785600185,1,0.004825313575565815,0,0.004764891695231199,2,0.004569850396364927, or,0.004239184781908989, have,0.004182347562164068,0.7081349692307413
pos,orig,2,11, of,11.470975875854492, the,0.048486992716789246,",",0.039725977927446365, and,0.027318578213453293,.,0.025813085958361626, of,0.022158078849315643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8364972863346338
pos,orig,2,12, Germany,11.398299217224121, the,0.0443464033305645,",",0.04403463006019592, and,0.0302804633975029, of,0.025615893304347992,.,0.024865617975592613, to,0.020329264923930168, in,0.01464166957885027, is,0.012553829699754715, a,0.01187939289957285,".
",0.010296574793756008, that,0.00789998285472393, for,0.007335651200264692, are,0.007096936460584402, can,0.005644950084388256, with,0.005639248993247747, as,0.00482175312936306, have,0.004810488782823086,0,0.004596055019646883,1,0.004502617754042149, or,0.004368559457361698,0.7044400162994862
pos,orig,2,13, is,11.39233112335205, the,0.0492754764854908,",",0.040497083216905594, and,0.029019789770245552, of,0.025408081710338593,.,0.024903247132897377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8308963216841221
pos,orig,2,14, called,11.512147903442383, the,0.04495919868350029,",",0.03854067251086235, and,0.028057070448994637, of,0.024443168193101883,.,0.0241837315261364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8398161586374044
pos,orig,2,15, simply,11.403433799743652, the,0.047608982771635056,",",0.03982183709740639, and,0.029947906732559204,.,0.02382773719727993, of,0.02316705696284771, to,0.022150898352265358, in,0.014823182485997677, a,0.01334533654153347, is,0.013124111108481884,".
",0.010328235104680061, that,0.007150053046643734, for,0.006995971314609051, are,0.006803146563470364, can,0.005813716910779476, with,0.0054088169708848, ,0.005032629240304232,1,0.004907630849629641,0,0.004900774452835321, as,0.004686079453676939,2,0.004500528331845999,0.7056553685106337
pos,orig,3,0,Give,11.496149063110352, the,0.049448322504758835,",",0.03635129705071449, and,0.029970450326800346, of,0.025266524404287338,.,0.023231372237205505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8357320334762335
pos,orig,3,1, the,11.449353218078613, the,0.04634531959891319,",",0.04105936363339424, and,0.02964903973042965,.,0.0258322786539793, of,0.025049420073628426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8320645783096552
pos,orig,3,2, city,11.542593955993652, the,0.04522373527288437,",",0.03756813332438469, and,0.02817748859524727, of,0.024775788187980652, to,0.02161514386534691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8426397107541561
pos,orig,3,3, name,11.451239585876465, the,0.04858402535319328,",",0.03829742223024368, of,0.028620325028896332, and,0.02790219895541668, to,0.022869940847158432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8337260875850916
pos,orig,3,4, only,11.577879905700684, the,0.04812527447938919,",",0.03757752850651741, and,0.027209559455513954, of,0.024265950545668602, to,0.022219914942979813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.840601772069931
pos,orig,3,5,",",11.46540355682373, the,0.046858061105012894,",",0.04184253141283989, and,0.028836634010076523,.,0.026030246168375015, of,0.025077534839510918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8313549924641848
pos,orig,3,6, plain,11.522416114807129, the,0.04929153248667717,",",0.03647471219301224, and,0.030335213989019394,.,0.02355649322271347, of,0.021924151107668877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8384178970009089
pos,orig,3,7, text,11.549010276794434, the,0.045767344534397125,",",0.03640357777476311, and,0.03117712028324604, of,0.024593094363808632,.,0.023294467478990555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8387643955647945
pos,orig,3,8,.,11.525829315185547, the,0.04541252180933952,",",0.041759997606277466, and,0.027340581640601158,.,0.024798603728413582, of,0.024113118648529053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8365751765668392
pos,orig,3,9, The,11.514430046081543, the,0.043610814958810806,",",0.040475208312273026, and,0.027678508311510086, of,0.024825219064950943,.,0.024548286572098732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8388619627803564
pos,orig,3,10, capital,11.518546104431152, the,0.045494645833969116,",",0.03954634442925453, and,0.030116761103272438,.,0.025152625516057014, of,0.025103501975536346, to,0.019038962200284004, in,0.013396388851106167, a,0.01178212184458971, is,0.011507346294820309,".
",0.010790745727717876, that,0.008217885158956051, for,0.006929805502295494, are,0.006842838600277901, with,0.005188323557376862,1,0.005030045751482248, can,0.005023868288844824,0,0.005008304491639137,2,0.004656901117414236, or,0.0041760895401239395, as,0.004095351789146662,0.7129011424258351
pos,orig,3,11, of,11.457222938537598, the,0.049605436623096466,",",0.0375492088496685, and,0.026676269248127937,.,0.024674363434314728, of,0.02220219559967518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8392925262451172
pos,orig,3,12, Germany,11.37352466583252,",",0.045853447169065475, the,0.044406674802303314, and,0.02951260842382908, of,0.025230811908841133,.,0.02416309155523777, to,0.019621480256319046, in,0.014800623059272766, is,0.012752973474562168, a,0.011991729028522968,".
",0.010407174937427044, that,0.008043122477829456, for,0.007089604623615742, are,0.0067131537944078445, can,0.005826899316161871, with,0.005359461531043053, have,0.004821850452572107, as,0.004816445522010326,1,0.0045213946141302586,0,0.0045174057595431805, ,0.00423883181065321,0.7053112154826522
pos,orig,3,13, is,11.393359184265137, the,0.04912060499191284,",",0.04175010323524475, and,0.027732927352190018,.,0.025027364492416382, of,0.024478867650032043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.831890132278204
pos,orig,3,14, called,11.433656692504883, the,0.04614591225981712,",",0.03986506536602974, and,0.028497125953435898,.,0.024811917915940285, of,0.024300726130604744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8363792523741722
pos,orig,3,15, simply,11.43783187866211, the,0.04650643467903137,",",0.03950745612382889, and,0.03055352158844471, to,0.022754069417715073,.,0.022464154288172722, of,0.021859079599380493, in,0.014773266389966011, a,0.013405774720013142, is,0.012424959801137447,".
",0.009863770566880703, for,0.006970681250095367, that,0.0067116254940629005, are,0.0063063655979931355, can,0.005692691076546907, with,0.0052582575008273125,0,0.005131759215146303,1,0.004914429504424334, ,0.00482430774718523, as,0.004633734002709389,2,0.004622437059879303,0.7108212243765593
pos,orig,4,0,Give,11.560863494873047, the,0.04787319526076317,",",0.03487129881978035, and,0.02883060649037361, of,0.024991389364004135,.,0.02206805720925331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8413654528558254
pos,orig,4,1, the,11.522384643554688, the,0.04458421468734741,",",0.03873750567436218, and,0.02910175360739231, of,0.02477092295885086,.,0.024723626673221588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8380819763988256
pos,orig,4,2, city,11.539944648742676, the,0.04667157307267189,",",0.03382126986980438, and,0.027756433933973312, of,0.026174064725637436, to,0.02194458618760109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8436320722103119
pos,orig,4,3, name,11.349750518798828, the,0.05002216994762421,",",0.03903838247060776, of,0.029516233131289482, and,0.028342366218566895, to,0.023144105449318886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8299367427825928
pos,orig,4,4, only,11.592613220214844, the,0.04864414036273956,",",0.038666896522045135, and,0.026324888691306114, of,0.02479022741317749, to,0.021177267655730247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8403965793550014
pos,orig,4,5,",",11.50169563293457, the,0.045778676867485046,",",0.04088503494858742, and,0.028618810698390007, of,0.02503751404583454,.,0.02486831694841385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8348116464912891
pos,orig,4,6, plain,11.53750991821289, the,0.04741460084915161,",",0.03602897375822067, and,0.027983741834759712,.,0.023652683943510056, to,0.02322269044816494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.841697309166193
pos,orig,4,7, text,11.515689849853516, the,0.04627848044037819,",",0.03711151331663132, and,0.03195605054497719, of,0.02469244971871376,.,0.023140044882893562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.836821461096406
pos,orig,4,8,.,11.527592658996582, the,0.044673845171928406,",",0.04088921099901199, and,0.02778519317507744, of,0.024506552144885063,.,0.023486699908971786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8386584986001253
pos,orig,4,9, The,11.48876953125, the,0.04130995273590088,",",0.04007832705974579, and,0.027782661840319633, of,0.02596932090818882,.,0.02375957742333412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8411001600325108
pos,orig,4,10, capital,11.50483512878418, the,0.04423326253890991,",",0.040104590356349945, and,0.031157830730080605, of,0.025178777053952217,.,0.024890964850783348, to,0.018561240285634995, in,0.013526905328035355, is,0.011561031453311443, a,0.011255696415901184,".
",0.011107739992439747, that,0.008521441370248795, for,0.006908910349011421, are,0.006785593461245298, with,0.005278097931295633,0,0.005074155051261187,1,0.005053919740021229, can,0.004945205058902502,2,0.004700610879808664, or,0.004298058804124594, on,0.0041176751255989075,0.712738293223083
pos,orig,4,11, of,11.421113967895508, the,0.0512186735868454,",",0.03858567401766777, and,0.026927689090371132,.,0.02536091022193432, of,0.020659707486629486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8372473455965519
pos,orig,4,12, Germany,11.370115280151367,",",0.04613799601793289, the,0.04413839429616928, and,0.030146250501275063, of,0.025334028527140617,.,0.02436038665473461, to,0.018777448683977127, in,0.01495564728975296, is,0.012995563447475433, a,0.011505221016705036,".
",0.010370594449341297, that,0.008518326096236706, for,0.0070011732168495655, are,0.006736829411238432, can,0.005809673108160496, with,0.005380657967180014, have,0.0049435533583164215, as,0.004704870283603668,0,0.004416485782712698,1,0.004332839976996183, be,0.004324199631810188,0.7051098602823913
pos,orig,4,13, is,11.319376945495605, the,0.050657596439123154,",",0.04187021404504776, and,0.028314001858234406, of,0.024467764422297478,.,0.024440549314022064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8302498739212751
pos,orig,4,14, called,11.432926177978516, the,0.04535837844014168,",",0.0400528758764267, and,0.028579138219356537,.,0.024505017325282097, of,0.023939896374940872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8375646937638521
pos,orig,4,15, simply,11.405830383300781, the,0.046427883207798004,",",0.03955557942390442, and,0.03197234869003296, to,0.02319967746734619, of,0.02228592522442341,.,0.020777402445673943, in,0.015491370111703873, a,0.012976054102182388, is,0.01277863048017025,".
",0.009960686787962914, that,0.007074806839227676, for,0.0070518264546990395, are,0.005932055879384279, can,0.005706404335796833, with,0.00558255473151803,1,0.005104576703161001,0,0.00508602662011981,2,0.004800902213901281, as,0.004777408204972744, or,0.004678042139858007,0.708779837936163
pos,orig,5,0,Give,11.518572807312012, the,0.04803824797272682,",",0.03511722385883331, and,0.028687572106719017, of,0.026094961911439896,.,0.02257114090025425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8394908532500267
pos,orig,5,1, the,11.449009895324707, the,0.04423421248793602,",",0.037555769085884094, and,0.02928122878074646,.,0.025661539286375046, of,0.024362821131944656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8389044292271137
pos,orig,5,2, city,11.443260192871094, the,0.04643986001610756,",",0.03324514254927635, and,0.02901817485690117, of,0.026126783341169357, to,0.022594140842556953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8425758983939886
pos,orig,5,3, name,11.304640769958496, the,0.04967016354203224,",",0.03796399012207985, and,0.029814790934324265, of,0.029376724734902382,.,0.022665895521640778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8305084351450205
pos,orig,5,4, only,11.446220397949219, the,0.05122095346450806,",",0.03660736232995987, and,0.02846669964492321, of,0.025329843163490295, to,0.02139509841799736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8369800429791212
pos,orig,5,5,",",11.46513843536377, the,0.04551537707448006,",",0.04070644453167915, and,0.028017928823828697, of,0.025184735655784607,.,0.025104740634560585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8354707732796669
pos,orig,5,6, plain,11.43252944946289, the,0.04982663318514824,",",0.03446091338992119, and,0.029034972190856934, to,0.024683313444256783,.,0.023187121376395226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8388070464134216
pos,orig,5,7, text,11.389790534973145, the,0.04631863906979561,",",0.03466843441128731, and,0.03389044478535652, of,0.025965532287955284,.,0.02371378242969513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8354431670159101
pos,orig,5,8,.,11.507124900817871, the,0.04340767860412598,",",0.04068148881196976, and,0.028316013514995575, of,0.023789823055267334,.,0.023073285818099976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8407317101955414
pos,orig,5,9, The,11.447375297546387, the,0.04107854887843132,",",0.0382489413022995, and,0.028700679540634155, of,0.02550126425921917,.,0.024550674483180046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8419198915362358
pos,orig,5,10, capital,11.37594985961914, the,0.046052947640419006,",",0.03849589079618454, and,0.03175682947039604, of,0.02614094316959381,.,0.024495746940374374, to,0.019981006160378456, in,0.014481835998594761, is,0.011715719476342201, a,0.01121562160551548,".
",0.01099899597465992, that,0.008318915963172913, for,0.007640122435986996, are,0.006843178998678923, with,0.005443384405225515, can,0.005200388841331005,0,0.005085137207061052,1,0.005040997639298439,2,0.004751874599605799, or,0.00452263792976737, as,0.004380235448479652,0.7074375892989337
pos,orig,5,11, of,11.265335083007812, the,0.05242069438099861,",",0.038403332233428955, and,0.02927699126303196,.,0.025594407692551613, of,0.0212264247238636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8330781497061253
pos,orig,5,12, Germany,11.279343605041504,",",0.04593777656555176, the,0.04348384588956833, and,0.03140677139163017, of,0.0254096370190382,.,0.02473166026175022, to,0.018682239577174187, in,0.015468989498913288, is,0.012932443991303444, a,0.01146627776324749,".
",0.010189520195126534, that,0.008369569666683674, for,0.007217579986900091, are,0.006763278506696224, can,0.006349447648972273, with,0.005789643153548241, as,0.005366297904402018, have,0.004996056202799082, be,0.004629915114492178,1,0.004341266117990017,0,0.004336894024163485,0.7021308895200491
pos,orig,5,13, is,11.252936363220215, the,0.04865407943725586,",",0.04147779941558838, and,0.028153879567980766, of,0.025283517315983772,.,0.025146881118416786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8312838431447744
pos,orig,5,14, called,11.31960391998291, the,0.04776955768465996,",",0.0391753688454628, and,0.02917313762009144,.,0.024840040132403374, of,0.02378799580037594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8352538999170065
pos,orig,5,15, simply,11.346734046936035, the,0.04706092178821564,",",0.0373525433242321, and,0.030590666458010674, to,0.0242528785020113, of,0.02247941493988037,.,0.02047252282500267, in,0.015070779249072075, a,0.013021557591855526, is,0.012563271448016167,".
",0.010239488445222378, for,0.007100401446223259, that,0.006968276109546423, are,0.005994070321321487, with,0.00544785289093852, can,0.005342749413102865,0,0.005233353935182095,1,0.005221272353082895, as,0.005041175521910191,2,0.005031154025346041, or,0.004756843205541372,0.710758806206286
pos,orig,6,0,Give,11.505814552307129, the,0.05000809207558632,",",0.035858117043972015, and,0.027897872030735016, of,0.02658512070775032,.,0.021424317732453346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.838226480409503
pos,orig,6,1, the,11.49501895904541, the,0.045257121324539185,",",0.03463011607527733, and,0.02707102708518505,.,0.02515445463359356, of,0.02509610541164875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8427911754697561
pos,orig,6,2, city,11.493841171264648, the,0.04947551712393761,",",0.031938374042510986, of,0.026715582236647606, and,0.026455024257302284, to,0.02244427241384983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8429712299257517
pos,orig,6,3, name,11.333498001098633, the,0.05287608876824379,",",0.03626859933137894, of,0.028686964884400368, and,0.027599617838859558, to,0.021510085090994835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8330586440861225
pos,orig,6,4, only,11.475531578063965, the,0.05635106563568115,",",0.035580020397901535, and,0.026870504021644592, of,0.02475637011229992, to,0.020901519805192947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8355405200272799
pos,orig,6,5,",",11.474432945251465, the,0.046760935336351395,",",0.040057290345430374, and,0.02819686196744442, of,0.02577635459601879,.,0.023288460448384285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8359200973063707
pos,orig,6,6, plain,11.405366897583008, the,0.049905773252248764,",",0.03612833842635155, and,0.02853778935968876, to,0.025667250156402588, of,0.024119393900036812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8356414549052715
pos,orig,6,7, text,11.432558059692383, the,0.04470593109726906,",",0.03486589342355728, and,0.03129710257053375, of,0.025933170691132545,.,0.023909971117973328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.839287931099534
pos,orig,6,8,.,11.401617050170898, the,0.04715423658490181,",",0.041654087603092194, and,0.02826065383851528, of,0.024491868913173676, to,0.022021764889359474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8364173881709576
pos,orig,6,9, The,11.358302116394043, the,0.04291565716266632,",",0.04010752588510513, and,0.028997616842389107, of,0.026672692969441414,.,0.023594146594405174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8377123605459929
pos,orig,6,10, capital,11.321634292602539, the,0.04618183150887489,",",0.040231943130493164, and,0.03082314133644104, of,0.029842551797628403,.,0.025180278345942497, to,0.019390234723687172, in,0.013998344540596008, is,0.012869538739323616, a,0.012232533656060696,".
",0.011102660559117794, that,0.00807926058769226, for,0.007795072626322508, are,0.00741691654548049, with,0.005884057376533747, can,0.005242965184152126,1,0.004833550192415714,2,0.004730230197310448, or,0.004586861003190279,0,0.004537882283329964, as,0.004297702107578516,0.7007424435578287
pos,orig,6,11, of,11.284571647644043, the,0.051312725991010666,",",0.040400806814432144, and,0.027661319822072983, of,0.02602657675743103,.,0.02509203553199768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8295065350830555
pos,orig,6,12, Germany,11.180742263793945,",",0.05009670928120613, the,0.04382813349366188, and,0.03198569267988205,.,0.025656094774603844, of,0.025632813572883606, to,0.0195324644446373, in,0.016298459842801094, is,0.013204144313931465, a,0.012710054405033588,".
",0.010519232600927353, that,0.007777001708745956, for,0.007188855204731226, are,0.006891205441206694, with,0.0060814847238361835, can,0.00566419493407011, have,0.005019069649279118, as,0.005017552990466356,1,0.004753720480948687, ,0.004635640885680914, on,0.004298601299524307,0.6932088732719421
pos,orig,6,13, is,11.097034454345703, the,0.05135137960314751,",",0.04295702651143074, and,0.02908015064895153, of,0.02713286317884922,.,0.02443678304553032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8250417970120907
pos,orig,6,14, called,11.35985279083252, the,0.04925736412405968,",",0.039627522230148315, and,0.028898341581225395,.,0.023851856589317322, of,0.023521199822425842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8348437156528234
pos,orig,6,15, simply,11.211681365966797, the,0.051019299775362015,",",0.0387069396674633, and,0.03161431849002838, to,0.025825703516602516, of,0.022449102252721786,.,0.02005131170153618, in,0.015925204381346703, a,0.01565307378768921, is,0.0129493223503232,".
",0.009945998899638653, are,0.00660821795463562, for,0.006522107869386673, that,0.0062855314463377,1,0.0058069657534360886,0,0.005492500960826874, can,0.005378397181630135,2,0.005322572775185108, with,0.0052827587351202965, ,0.005190701689571142, or,0.004830778576433659,0.6991391922347248
pos,orig,7,0,Give,11.461966514587402, the,0.04862051084637642,",",0.03918525204062462, of,0.031814999878406525, and,0.022657111287117004,.,0.021916255354881287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8358058705925941
