fact_key,fact_index,prompt_id,prompt_variant,layer,lens,p_top1,top1_token_id,top1_token_str,p_answer,answer_rank,kl_norm_vs_raw_bits
Germany→Berlin,0,pos,no_filler,23,raw,4.603710112860426e-05,6864, capital,3.767927410081029e-05,3,0.04953637253187051
Germany→Berlin,0,pos,no_filler,24,norm,0.0001867334940470755,6864, capital,0.00015657971380278468,2,0.06018116883907214
Germany→Berlin,0,pos,no_filler,24,raw,6.988497625570744e-05,6864, capital,5.880367825739086e-05,2,0.06018116883907214
Germany→Berlin,0,pos,no_filler,25,norm,0.00030505898757837713,20437, Berlin,0.00030505898757837713,1,0.04559995300205495
Germany→Berlin,0,pos,no_filler,25,raw,0.00010063246008940041,20437, Berlin,0.00010063246008940041,1,0.04559995300205495
Germany→Berlin,0,pos,no_filler,26,norm,0.0003622983058448881,20437, Berlin,0.0003622983058448881,1,0.057823834890442655
Germany→Berlin,0,pos,no_filler,26,raw,0.00016316372784785926,20437, Berlin,0.00016316372784785926,1,0.057823834890442655
Germany→Berlin,0,pos,no_filler,27,norm,0.00047733509563840926,20437, Berlin,0.00047733509563840926,1,0.07626005796992322
Germany→Berlin,0,pos,no_filler,27,raw,0.00022899122268427163,20437, Berlin,0.00022899122268427163,1,0.07626005796992322
Germany→Berlin,0,pos,no_filler,28,norm,0.00032522124820388854,20437, Berlin,0.00032522124820388854,1,0.09916601340508706
Germany→Berlin,0,pos,no_filler,28,raw,0.0002776091278064996,115235, in,0.0002339814236620441,2,0.09916601340508706
Germany→Berlin,0,pos,no_filler,29,norm,0.0003048751095775515,20437, Berlin,0.0003048751095775515,1,0.11056285222330688
Germany→Berlin,0,pos,no_filler,29,raw,0.0005807504057884216,115235, in,0.0002544251037761569,5,0.11056285222330688
Germany→Berlin,0,pos,no_filler,30,norm,0.00023528422752860934,20437, Berlin,0.00023528422752860934,1,0.2175501206416819
Germany→Berlin,0,pos,no_filler,30,raw,0.0016513695009052753,115235, in,0.0003957772278226912,7,0.2175501206416819
Germany→Berlin,0,pos,no_filler,31,norm,0.00014432714669965208,20437, Berlin,0.00014432714669965208,1,0.471593712922233
Germany→Berlin,0,pos,no_filler,31,raw,0.002223775489255786,90578,"…
",0.0007309629581868649,7,0.471593712922233
Germany→Berlin,0,pos,no_filler,32,norm,0.8541917204856873,20437, Berlin,0.8541917204856873,1,6.099571092030544
Germany→Berlin,0,pos,no_filler,32,raw,0.007699199486523867,20437, Berlin,0.007699199486523867,1,6.099571092030544
France→Paris,1,pos,orig,12,norm,3.574088623281568e-05,35511,tons,9.672379746916704e-06,26931,0.05612836542474302
France→Paris,1,pos,orig,12,raw,1.0883641152759083e-05,35511,tons,8.430291927652434e-06,18438,0.05612836542474302
France→Paris,1,pos,orig,13,norm,4.904641173197888e-05,83390, ifndef,1.0244283657812048e-05,23878,0.08258702559781614
France→Paris,1,pos,orig,13,raw,1.1174506653333083e-05,83196, IReadOnly,8.536814675608184e-06,15298,0.08258702559781614
France→Paris,1,pos,orig,14,norm,6.668905552942306e-05,35511,tons,8.46067450765986e-06,43760,0.08284718160399317
France→Paris,1,pos,orig,14,raw,1.263006379303988e-05,5042, simply,8.095946213870775e-06,40512,0.08284718160399317
France→Paris,1,pos,orig,15,norm,7.656441448489204e-05,5042, simply,1.5286914276657626e-05,4113,0.07098260372000491
France→Paris,1,pos,orig,15,raw,1.4420499610423576e-05,5042, simply,9.475170372752473e-06,2884,0.07098260372000491
France→Paris,1,pos,orig,16,norm,7.518649363191798e-05,5042, simply,1.3087636034470052e-05,8804,0.06596414459337031
France→Paris,1,pos,orig,16,raw,1.5765153875690885e-05,5042, simply,9.411669452674687e-06,4919,0.06596414459337031
France→Paris,1,pos,orig,17,norm,7.468816329492256e-05,35511,tons,2.3157757823355496e-05,319,0.06010883938546865
France→Paris,1,pos,orig,17,raw,1.5904846804914996e-05,5042, simply,1.1308360626571812e-05,182,0.06010883938546865
France→Paris,1,pos,orig,18,norm,0.00010512806329643354,5042, simply,2.6704998163040727e-05,196,0.05903932227541556
France→Paris,1,pos,orig,18,raw,2.1336119971238077e-05,5042, simply,1.2788632375304587e-05,76,0.05903932227541556
France→Paris,1,pos,orig,19,norm,9.142005001194775e-05,364, ',2.998358104377985e-05,85,0.049367942397639586
France→Paris,1,pos,orig,19,raw,2.339038474019617e-05,364, ',1.436092315998394e-05,59,0.049367942397639586
France→Paris,1,pos,orig,20,norm,0.00011641821765806526,35511,tons,4.824232019018382e-05,5,0.05441540209877593
France→Paris,1,pos,orig,20,raw,2.6369958504801616e-05,364, ',1.856523704191204e-05,6,0.05441540209877593
France→Paris,1,pos,orig,21,norm,0.00010846694931387901,35511,tons,6.688526627840474e-05,3,0.046868394920120085
France→Paris,1,pos,orig,21,raw,2.7576459615374915e-05,364, ',2.4331031454494223e-05,2,0.046868394920120085
France→Paris,1,pos,orig,22,norm,0.00011865266424138099,35511,tons,7.186564471339807e-05,2,0.05976267593048669
France→Paris,1,pos,orig,22,raw,2.9410311981337145e-05,12366, Paris,2.9410311981337145e-05,1,0.05976267593048669
France→Paris,1,pos,orig,23,norm,0.00010040928464150056,35511,tons,8.85524059413001e-05,2,0.053974701930397814
France→Paris,1,pos,orig,23,raw,3.800634658546187e-05,123684,واء,3.6348395951790735e-05,2,0.053974701930397814
France→Paris,1,pos,orig,24,norm,0.0001096768828574568,12366, Paris,0.0001096768828574568,1,0.07166214479476875
France→Paris,1,pos,orig,24,raw,6.42390878056176e-05,115235, in,5.167956987861544e-05,4,0.07166214479476875
France→Paris,1,pos,orig,25,norm,0.0005789546412415802,12366, Paris,0.0005789546412415802,1,0.05714021460217867
France→Paris,1,pos,orig,25,raw,0.0001815052528399974,12366, Paris,0.0001815052528399974,1,0.05714021460217867
France→Paris,1,pos,orig,26,norm,0.0006852336227893829,12366, Paris,0.0006852336227893829,1,0.0719350651383145
France→Paris,1,pos,orig,26,raw,0.00031025323551148176,12366, Paris,0.00031025323551148176,1,0.0719350651383145
France→Paris,1,pos,orig,27,norm,0.0006794832879677415,12366, Paris,0.0006794832879677415,1,0.09447491787991198
France→Paris,1,pos,orig,27,raw,0.0003626437101047486,12366, Paris,0.0003626437101047486,1,0.09447491787991198
France→Paris,1,pos,orig,28,norm,0.0004814359126612544,12366, Paris,0.0004814359126612544,1,0.11116201828108153
France→Paris,1,pos,orig,28,raw,0.00038661633152514696,12366, Paris,0.00038661633152514696,1,0.11116201828108153
France→Paris,1,pos,orig,29,norm,0.00035848826519213617,12366, Paris,0.00035848826519213617,1,0.11695489916117785
France→Paris,1,pos,orig,29,raw,0.0004594480851665139,115235, in,0.0003608795232139528,4,0.11695489916117785
France→Paris,1,pos,orig,30,norm,0.00033104667090810835,12366, Paris,0.00033104667090810835,1,0.19795403044140902
France→Paris,1,pos,orig,30,raw,0.0012289319420233369,115235, in,0.0006865678005851805,4,0.19795403044140902
France→Paris,1,pos,orig,31,norm,0.00021551561076194048,12366, Paris,0.00021551561076194048,1,0.4533003913022459
France→Paris,1,pos,orig,31,raw,0.002145590027794242,90578,"…
",0.0017140837153419852,3,0.4533003913022459
France→Paris,1,pos,orig,32,norm,0.5186523795127869,12366, Paris,0.5186523795127869,1,5.2800692891203385
France→Paris,1,pos,orig,32,raw,0.008429444395005703,12366, Paris,0.008429444395005703,1,5.2800692891203385
France→Paris,1,pos,no_filler,13,norm,0.00015386618906632066,63075,'gc,8.844583135214634e-06,38042,0.09982154677668201
France→Paris,1,pos,no_filler,13,raw,1.3449463949655183e-05,63075,'gc,8.270948455901816e-06,27325,0.09982154677668201
France→Paris,1,pos,no_filler,14,norm,0.00015943124890327454,63075,'gc,6.071707502997015e-06,82065,0.09651065502034369
France→Paris,1,pos,no_filler,14,raw,1.3891561138734687e-05,63075,'gc,7.490478310501203e-06,85944,0.09651065502034369
France→Paris,1,pos,no_filler,15,norm,8.241085015470162e-05,124498,надлеж,7.640303920197766e-06,55648,0.0728058401719221
France→Paris,1,pos,no_filler,15,raw,1.3127136298862752e-05,63075,'gc,7.911124157544691e-06,53500,0.0728058401719221
France→Paris,1,pos,no_filler,16,norm,0.00011196156265214086,124498,надлеж,8.349265954166185e-06,44170,0.08118801122654126
France→Paris,1,pos,no_filler,16,raw,1.345369946648134e-05,124498,надлеж,8.172828529495746e-06,39421,0.08118801122654126
France→Paris,1,pos,no_filler,17,norm,6.081186074879952e-05,124498,надлеж,1.3960983778815717e-05,6426,0.06088986097315722
France→Paris,1,pos,no_filler,17,raw,1.3730605132877827e-05,61755,ledo,9.634643902245443e-06,5224,0.06088986097315722
France→Paris,1,pos,no_filler,18,norm,7.004897634033114e-05,18097,STANCE,1.929501013364643e-05,1343,0.06174927440289219
France→Paris,1,pos,no_filler,18,raw,1.6203874110942706e-05,6864, capital,1.1094327419414185e-05,855,0.06174927440289219
France→Paris,1,pos,no_filler,19,norm,5.865311686648056e-05,6864, capital,1.928337042045314e-05,1292,0.05497219055648643
France→Paris,1,pos,no_filler,19,raw,1.8253505913889967e-05,6864, capital,1.1695275134115946e-05,765,0.05497219055648643
France→Paris,1,pos,no_filler,20,norm,7.143543189158663e-05,6864, capital,5.0070764700649306e-05,9,0.05866956495051836
France→Paris,1,pos,no_filler,20,raw,2.157670860469807e-05,6864, capital,1.8139486201107502e-05,7,0.05866956495051836
France→Paris,1,pos,no_filler,21,norm,7.377215661108494e-05,12366, Paris,7.377215661108494e-05,1,0.05032782594222548
France→Paris,1,pos,no_filler,21,raw,2.5184981495840475e-05,6864, capital,2.479346039763186e-05,2,0.05032782594222548
France→Paris,1,pos,no_filler,22,norm,0.00011583021114347503,12366, Paris,0.00011583021114347503,1,0.060962609634472184
France→Paris,1,pos,no_filler,22,raw,3.607535472838208e-05,12366, Paris,3.607535472838208e-05,1,0.060962609634472184
France→Paris,1,pos,no_filler,23,norm,0.0001486280234530568,12366, Paris,0.0001486280234530568,1,0.054666039940119274
France→Paris,1,pos,no_filler,23,raw,4.555520717985928e-05,12366, Paris,4.555520717985928e-05,1,0.054666039940119274
France→Paris,1,pos,no_filler,24,norm,0.000194039341295138,12366, Paris,0.000194039341295138,1,0.06631748294956795
France→Paris,1,pos,no_filler,24,raw,6.906101771164685e-05,12366, Paris,6.906101771164685e-05,1,0.06631748294956795
France→Paris,1,pos,no_filler,25,norm,0.0009443846065551043,12366, Paris,0.0009443846065551043,1,0.05077200875928356
France→Paris,1,pos,no_filler,25,raw,0.00023126347514335066,12366, Paris,0.00023126347514335066,1,0.05077200875928356
France→Paris,1,pos,no_filler,26,norm,0.001040146336890757,12366, Paris,0.001040146336890757,1,0.06598285308110949
France→Paris,1,pos,no_filler,26,raw,0.0003998196916654706,12366, Paris,0.0003998196916654706,1,0.06598285308110949
France→Paris,1,pos,no_filler,27,norm,0.0010784168262034655,12366, Paris,0.0010784168262034655,1,0.08432104604959824
France→Paris,1,pos,no_filler,27,raw,0.00047652365174144506,12366, Paris,0.00047652365174144506,1,0.08432104604959824
France→Paris,1,pos,no_filler,28,norm,0.0006838015397079289,12366, Paris,0.0006838015397079289,1,0.10618144370775733
France→Paris,1,pos,no_filler,28,raw,0.0004981280653737485,12366, Paris,0.0004981280653737485,1,0.10618144370775733
France→Paris,1,pos,no_filler,29,norm,0.0004680074052885175,12366, Paris,0.0004680074052885175,1,0.11211677996734642
France→Paris,1,pos,no_filler,29,raw,0.0005809568101540208,115235, in,0.00042309786658734083,3,0.11211677996734642
France→Paris,1,pos,no_filler,30,norm,0.0003921675670426339,12366, Paris,0.0003921675670426339,1,0.22033664804445519
France→Paris,1,pos,no_filler,30,raw,0.001979127060621977,115235, in,0.000824705115519464,4,0.22033664804445519
France→Paris,1,pos,no_filler,31,norm,0.00021517198183573782,12366, Paris,0.00021517198183573782,1,0.5004685681061934
France→Paris,1,pos,no_filler,31,raw,0.00277564930729568,35047,"..
",0.0016362500609830022,4,0.5004685681061934
France→Paris,1,pos,no_filler,32,norm,0.7677696347236633,12366, Paris,0.7677696347236633,1,5.718297937818559
France→Paris,1,pos,no_filler,32,raw,0.007456931285560131,12366, Paris,0.007456931285560131,1,5.718297937818559
Italy→Rome,2,pos,orig,13,norm,4.9858226702781394e-05,83390, ifndef,4.515975888352841e-06,111577,0.08430958233102667
Italy→Rome,2,pos,orig,13,raw,1.1413672837079503e-05,83196, IReadOnly,7.198962066468084e-06,106944,0.08430958233102667
Italy→Rome,2,pos,orig,14,norm,7.216701487777755e-05,35511,tons,4.406195785122691e-06,112004,0.08563102177784673
Italy→Rome,2,pos,orig,14,raw,1.214283020090079e-05,5042, simply,6.977557859499939e-06,114733,0.08563102177784673
Italy→Rome,2,pos,orig,15,norm,6.877214036649093e-05,35511,tons,6.620798103540437e-06,74284,0.07251329230834662
Italy→Rome,2,pos,orig,15,raw,1.3918359400122426e-05,5042, simply,7.66510402172571e-06,70824,0.07251329230834662
Italy→Rome,2,pos,orig,16,norm,7.127055141609162e-05,5042, simply,8.418123798037414e-06,43941,0.06803961510060917
Italy→Rome,2,pos,orig,16,raw,1.5499030268983915e-05,5042, simply,8.056086699070875e-06,45250,0.06803961510060917
Italy→Rome,2,pos,orig,17,norm,7.400799222523347e-05,35511,tons,1.3332708476809785e-05,8193,0.06136194797531779
Italy→Rome,2,pos,orig,17,raw,1.617800080566667e-05,5042, simply,9.317304829892237e-06,8284,0.06136194797531779
Italy→Rome,2,pos,orig,18,norm,0.00011175969848409295,5042, simply,1.6914253137656488e-05,2748,0.05929867211291667
Italy→Rome,2,pos,orig,18,raw,2.170576772186905e-05,5042, simply,1.0595812454994302e-05,2043,0.05929867211291667
Italy→Rome,2,pos,orig,19,norm,8.585506293457001e-05,5042, simply,2.083316576317884e-05,807,0.05061732648820598
Italy→Rome,2,pos,orig,19,raw,2.280485387018416e-05,5042, simply,1.2094267731299624e-05,771,0.05061732648820598
Italy→Rome,2,pos,orig,20,norm,0.0001091834856197238,35511,tons,4.0357397665502504e-05,23,0.05565274740378192
Italy→Rome,2,pos,orig,20,raw,2.5551024009473622e-05,364, ',1.6767649867688306e-05,26,0.05565274740378192
Italy→Rome,2,pos,orig,21,norm,0.00011095183435827494,35511,tons,5.231185787124559e-05,3,0.04875861861454833
Italy→Rome,2,pos,orig,21,raw,2.795829095703084e-05,364, ',2.0930010578013025e-05,8,0.04875861861454833
Italy→Rome,2,pos,orig,22,norm,0.000106135405076202,35511,tons,6.110340473242104e-05,2,0.0599810723992511
Italy→Rome,2,pos,orig,22,raw,3.0321582016767934e-05,364, ',2.5926652597263455e-05,8,0.0599810723992511
Italy→Rome,2,pos,orig,23,norm,0.00010659775580279529,22463, Rome,0.00010659775580279529,1,0.052859840519553176
Italy→Rome,2,pos,orig,23,raw,3.9778227801434696e-05,22463, Rome,3.9778227801434696e-05,1,0.052859840519553176
Italy→Rome,2,pos,orig,24,norm,0.00010273625230183825,22463, Rome,0.00010273625230183825,1,0.07060159765484972
Italy→Rome,2,pos,orig,24,raw,6.737948569934815e-05,115235, in,4.761195305036381e-05,6,0.07060159765484972
Italy→Rome,2,pos,orig,25,norm,0.00019681346020661294,22463, Rome,0.00019681346020661294,1,0.0537349366172637
Italy→Rome,2,pos,orig,25,raw,8.50830037961714e-05,22463, Rome,8.50830037961714e-05,1,0.0537349366172637
Italy→Rome,2,pos,orig,26,norm,0.000512707803864032,22463, Rome,0.000512707803864032,1,0.0690120480042502
Italy→Rome,2,pos,orig,26,raw,0.0002507804601918906,22463, Rome,0.0002507804601918906,1,0.0690120480042502
Italy→Rome,2,pos,orig,27,norm,0.001113093108870089,22463, Rome,0.001113093108870089,1,0.0955306011354863
Italy→Rome,2,pos,orig,27,raw,0.0005880985409021378,22463, Rome,0.0005880985409021378,1,0.0955306011354863
Italy→Rome,2,pos,orig,28,norm,0.0003565222432371229,22463, Rome,0.0003565222432371229,1,0.11002478300225121
Italy→Rome,2,pos,orig,28,raw,0.0003221395018044859,22463, Rome,0.0003221395018044859,1,0.11002478300225121
Italy→Rome,2,pos,orig,29,norm,0.00037637510104104877,22463, Rome,0.00037637510104104877,1,0.11718112084055651
Italy→Rome,2,pos,orig,29,raw,0.0004502994124777615,115235, in,0.00038689887151122093,2,0.11718112084055651
Italy→Rome,2,pos,orig,30,norm,0.0003926336648873985,22463, Rome,0.0003926336648873985,1,0.1866836418672361
Italy→Rome,2,pos,orig,30,raw,0.0010524081299081445,115235, in,0.0008551005157642066,2,0.1866836418672361
Italy→Rome,2,pos,orig,31,norm,0.00017517803644295782,22463, Rome,0.00017517803644295782,1,0.4152752851704552
Italy→Rome,2,pos,orig,31,raw,0.0018795086070895195,4194, ,0.0010499299969524145,7,0.4152752851704552
Italy→Rome,2,pos,orig,32,norm,0.3487986624240875,46601, Roma,0.19334453344345093,2,4.827309482285417
Italy→Rome,2,pos,orig,32,raw,0.01359042339026928,46601, Roma,0.006083255633711815,2,4.827309482285417
Italy→Rome,2,pos,no_filler,12,norm,0.00011331053246976808,124498,надлеж,7.405984433717094e-06,60781,0.07197965701500852
Italy→Rome,2,pos,no_filler,12,raw,1.198101836052956e-05,124498,надлеж,7.952933628985193e-06,46995,0.07197965701500852
Italy→Rome,2,pos,no_filler,13,norm,0.00013533984019886702,63075,'gc,7.538421414210461e-06,55739,0.10027518326507971
Italy→Rome,2,pos,no_filler,13,raw,1.297701419389341e-05,63075,'gc,8.081430678430479e-06,39414,0.10027518326507971
Italy→Rome,2,pos,no_filler,14,norm,0.00015901723236311227,109153,№№,7.532564723078394e-06,56265,0.09777814565937124
Italy→Rome,2,pos,no_filler,14,raw,1.3577476238424424e-05,63075,'gc,8.031334800762124e-06,43743,0.09777814565937124
Italy→Rome,2,pos,no_filler,15,norm,9.284765837946907e-05,124498,надлеж,8.47971659823088e-06,42882,0.07264058096781646
Italy→Rome,2,pos,no_filler,15,raw,1.2700513252639212e-05,124498,надлеж,8.2621163528529e-06,32650,0.07264058096781646
Italy→Rome,2,pos,no_filler,16,norm,0.0001296912378165871,124498,надлеж,1.1271230505371932e-05,17270,0.08268790954592069
Italy→Rome,2,pos,no_filler,16,raw,1.3522238987206947e-05,124498,надлеж,8.93378000910161e-06,11384,0.08268790954592069
Italy→Rome,2,pos,no_filler,17,norm,6.327848677756265e-05,124498,надлеж,2.2711072233505547e-05,455,0.06106820160764411
Italy→Rome,2,pos,no_filler,17,raw,1.3531696822610684e-05,29005, â,1.1239078048674855e-05,270,0.06106820160764411
Italy→Rome,2,pos,no_filler,18,norm,6.205398676684126e-05,6864, capital,3.279131851741113e-05,49,0.061023276514564045
Italy→Rome,2,pos,no_filler,18,raw,1.6833269910421222e-05,6864, capital,1.3271811440063175e-05,27,0.061023276514564045
Italy→Rome,2,pos,no_filler,19,norm,6.389798363670707e-05,6864, capital,3.5952147300122306e-05,30,0.056485809866730005
Italy→Rome,2,pos,no_filler,19,raw,1.8559283489594236e-05,6864, capital,1.469498238293454e-05,18,0.056485809866730005
Italy→Rome,2,pos,no_filler,20,norm,8.231012179749086e-05,22463, Rome,8.231012179749086e-05,1,0.06102980648083899
Italy→Rome,2,pos,no_filler,20,raw,2.1942849343759008e-05,22463, Rome,2.1942849343759008e-05,1,0.06102980648083899
Italy→Rome,2,pos,no_filler,21,norm,0.00010892532736761495,22463, Rome,0.00010892532736761495,1,0.052173404015381314
Italy→Rome,2,pos,no_filler,21,raw,2.902100095525384e-05,22463, Rome,2.902100095525384e-05,1,0.052173404015381314
Italy→Rome,2,pos,no_filler,22,norm,0.0001280042197322473,22463, Rome,0.0001280042197322473,1,0.06286088964120179
Italy→Rome,2,pos,no_filler,22,raw,3.673828177852556e-05,22463, Rome,3.673828177852556e-05,1,0.06286088964120179
Italy→Rome,2,pos,no_filler,23,norm,0.00022053299471735954,22463, Rome,0.00022053299471735954,1,0.05489765220071092
Italy→Rome,2,pos,no_filler,23,raw,5.560610588872805e-05,22463, Rome,5.560610588872805e-05,1,0.05489765220071092
Italy→Rome,2,pos,no_filler,24,norm,0.00021896619000472128,22463, Rome,0.00021896619000472128,1,0.06627501935817835
Italy→Rome,2,pos,no_filler,24,raw,7.110882870620117e-05,22463, Rome,7.110882870620117e-05,1,0.06627501935817835
Italy→Rome,2,pos,no_filler,25,norm,0.00042702065547928214,22463, Rome,0.00042702065547928214,1,0.04798496540855767
Italy→Rome,2,pos,no_filler,25,raw,0.00012872042134404182,22463, Rome,0.00012872042134404182,1,0.04798496540855767
Italy→Rome,2,pos,no_filler,26,norm,0.0011664502089843154,22463, Rome,0.0011664502089843154,1,0.06224347192460431
Italy→Rome,2,pos,no_filler,26,raw,0.00044223610893823206,22463, Rome,0.00044223610893823206,1,0.06224347192460431
Italy→Rome,2,pos,no_filler,27,norm,0.0032850350253283978,22463, Rome,0.0032850350253283978,1,0.0861879822182081
Italy→Rome,2,pos,no_filler,27,raw,0.001303589204326272,22463, Rome,0.001303589204326272,1,0.0861879822182081
Italy→Rome,2,pos,no_filler,28,norm,0.0006358107202686369,22463, Rome,0.0006358107202686369,1,0.11038725793677595
Italy→Rome,2,pos,no_filler,28,raw,0.0005390155129134655,22463, Rome,0.0005390155129134655,1,0.11038725793677595
Italy→Rome,2,pos,no_filler,29,norm,0.0006826112512499094,22463, Rome,0.0006826112512499094,1,0.11666481817375068
Italy→Rome,2,pos,no_filler,29,raw,0.0006317579536698759,22463, Rome,0.0006317579536698759,1,0.11666481817375068
Italy→Rome,2,pos,no_filler,30,norm,0.0005353917949832976,22463, Rome,0.0005353917949832976,1,0.2154725487214278
Italy→Rome,2,pos,no_filler,30,raw,0.0016198600642383099,115235, in,0.0012408159673213959,3,0.2154725487214278
Italy→Rome,2,pos,no_filler,31,norm,0.00018553039990365505,22463, Rome,0.00018553039990365505,1,0.44105651643069543
Italy→Rome,2,pos,no_filler,31,raw,0.0019458538154140115,35047,"..
",0.0011743116192519665,5,0.44105651643069543
Italy→Rome,2,pos,no_filler,32,norm,0.5408065915107727,22463, Rome,0.5408065915107727,1,4.963045757582983
Italy→Rome,2,pos,no_filler,32,raw,0.0077471244148910046,46601, Roma,0.007667733822017908,2,4.963045757582983
Japan→Tokyo,3,pos,orig,17,norm,7.781623571645468e-05,5042, simply,8.81169853528263e-06,38710,0.060810147014482306
Japan→Tokyo,3,pos,orig,17,raw,1.6964320820989087e-05,5042, simply,8.171372428478207e-06,41575,0.060810147014482306
