fact_key,fact_index,prompt_id,prompt_variant,layer,pos,token,entropy,entropy_bits,top1,prob1,top2,prob2,top3,prob3,top4,prob4,top5,prob5,top6,prob6,top7,prob7,top8,prob8,top9,prob9,top10,prob10,top11,prob11,top12,prob12,top13,prob13,top14,prob14,top15,prob15,top16,prob16,top17,prob17,top18,prob18,top19,prob19,top20,prob20,rest_mass
Germany→Berlin,0,pos,orig,3,6, plain,17.032310485839844,17.032310485839844,音响,5.657328438246623e-05,翥,5.048995808465406e-05,窟,4.88206060254015e-05,隍,4.840078327106312e-05, exchanged,4.706297113443725e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999748652397102
Germany→Berlin,0,pos,orig,3,7, text,17.03221893310547,17.03221893310547,音响,5.7207817008020356e-05,窟,5.0758899305947125e-05,隍,4.900326894130558e-05,翥,4.8707734094932675e-05,悟,4.57898058812134e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997485324747686
Germany→Berlin,0,pos,orig,3,8,.,17.032573699951172,17.032573699951172,音响,5.647124635288492e-05,窟,5.0695165555225685e-05,翥,4.951257142238319e-05,隍,4.829542740480974e-05, exchanged,4.693966548074968e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999748085923784
Germany→Berlin,0,pos,orig,3,9, The,17.03256607055664,17.03256607055664,音响,5.575937757384963e-05,窟,5.0629081670194864e-05,翥,4.9650952860247344e-05,隍,4.935577089781873e-05, exchanged,4.81440220028162e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997464607949951
Germany→Berlin,0,pos,orig,3,10, capital,17.033254623413086,17.033254623413086,音响,5.708880053134635e-05,窟,5.1903149142162874e-05,翥,5.057710222899914e-05,龛,4.734409958473407e-05,隍,4.697961048805155e-05,悟,4.68177895527333e-05,ijken,4.668927795137279e-05,粽子,4.5350352593231946e-05, exchanged,4.465804522624239e-05,无限,4.463646837393753e-05,对立,4.367411747807637e-05,骊,4.36089831055142e-05, infinity,4.317674392950721e-05, interchange,4.246051685186103e-05,恒,4.236720997141674e-05,带上,4.21547083533369e-05,环球,4.175560752628371e-05,CSV,4.160040771239437e-05,hud,4.138074291404337e-05, Century,4.0766553865978494e-05,0.9990950097126188
Germany→Berlin,0,pos,orig,3,11, of,17.033252716064453,17.033252716064453,音响,5.5763252021279186e-05,窟,5.18291890330147e-05,翥,5.094875086797401e-05,ijken,4.6514291170751676e-05,悟,4.6492124965880066e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997484523919411
Germany→Berlin,0,pos,orig,3,12, Germany,17.03193473815918,17.03193473815918,音响,5.5620686907786876e-05,窟,5.1853636250598356e-05, exchanged,4.829924728255719e-05,翥,4.818800516659394e-05,隍,4.711180372396484e-05,龛,4.560157685773447e-05,ijken,4.521420851233415e-05,无限,4.5112421503290534e-05,悟,4.438051473698579e-05,粽子,4.407347660162486e-05, infinity,4.357745638117194e-05,对立,4.348000948084518e-05,骊,4.3009982618968934e-05,交换,4.296818224247545e-05,恒,4.2733056034194306e-05,对方,4.26891929237172e-05,hud,4.2306837713113055e-05,环球,4.191874177195132e-05, interchange,4.1912739106919616e-05,CSV,4.188845196040347e-05,0.9990980597722228
Germany→Berlin,0,pos,orig,3,13, is,17.03352928161621,17.03352928161621,音响,5.532461000257172e-05,窟,5.003991464036517e-05,翥,4.962186358170584e-05,隍,4.942031955579296e-05,ijken,4.609009192790836e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997495032002917
Germany→Berlin,0,pos,orig,3,14, called,17.032119750976562,17.032119750976562,音响,5.568855340243317e-05,隍,5.142220470588654e-05,翥,5.133917147759348e-05,窟,4.7649733460275456e-05,悟,4.733125024358742e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997465690867102
Germany→Berlin,0,pos,orig,3,15, simply,17.032209396362305,17.032209396362305,音响,5.5256812629522756e-05,窟,5.1729086408158764e-05,翥,5.008179505239241e-05,隍,5.001655881642364e-05,悟,4.8775884351925924e-05, exchanged,4.803072442882694e-05,对立,4.60261944681406e-05,粽子,4.5462809794116765e-05,恒,4.5087213948136196e-05,ijken,4.420600816956721e-05,带上,4.3356641981517896e-05,无限,4.3306783481966704e-05,对方,4.323141183704138e-05,龛,4.318342689657584e-05,环球,4.294668906368315e-05,骊,4.281588189769536e-05, infinity,4.277514381101355e-05, interchange,4.187140075373463e-05,CSV,4.1177147068083286e-05,交换,4.037170219817199e-05,0.9990902906829433
Germany→Berlin,0,pos,orig,4,0,Give,17.031957626342773,17.031957626342773,音响,5.3560055675916374e-05,翥,5.20088906341698e-05,窟,5.068471728009172e-05, exchanged,4.7133187763392925e-05,ijken,4.680322308558971e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997498099255608
Germany→Berlin,0,pos,orig,4,1, the,17.032367706298828,17.032367706298828,音响,5.541352948057465e-05,窟,5.0888953410321847e-05,翥,5.012550172978081e-05,隍,4.7242127038771287e-05, exchanged,4.71173225378152e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997492125658027
Germany→Berlin,0,pos,orig,4,2, city,17.032909393310547,17.032909393310547,音响,5.313147630658932e-05,隍,5.0483649829402566e-05,窟,5.047209560871124e-05,翥,4.804605123354122e-05, exchanged,4.6582579670939595e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997512841473508
Germany→Berlin,0,pos,orig,4,3, name,17.0322322845459,17.0322322845459,音响,5.649542799801566e-05,隍,4.9563401262275875e-05,翥,4.794280539499596e-05,无限,4.78345355077181e-05,ijken,4.779309529112652e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997503707345459
Germany→Berlin,0,pos,orig,4,4, only,17.031536102294922,17.031536102294922,音响,5.6524087995057926e-05,窟,5.3968786232871935e-05,无限,5.097742905491032e-05,翥,5.0817903684219345e-05,隍,5.017186776967719e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997375399252633
Germany→Berlin,0,pos,orig,4,5,",",17.03233528137207,17.03233528137207,音响,5.5576168961124495e-05,翥,5.0946109695360065e-05,窟,5.086672172183171e-05,隍,4.898797124042176e-05, exchanged,4.7035380703164265e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997465876476781
Germany→Berlin,0,pos,orig,4,6, plain,17.03166961669922,17.03166961669922,音响,5.51602388441097e-05,翥,5.216240606387146e-05,窟,5.1102459110552445e-05,隍,4.774284388986416e-05,龛,4.593205085257068e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.999747900001239
Germany→Berlin,0,pos,orig,4,7, text,17.032045364379883,17.032045364379883,音响,5.70861084270291e-05,窟,5.012238398194313e-05,隍,4.8273923312081024e-05,翥,4.7866527893347666e-05,悟,4.5322907681111246e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997513281487045
Germany→Berlin,0,pos,orig,4,8,.,17.032499313354492,17.032499313354492,音响,5.660674287355505e-05,窟,5.090246850159019e-05,翥,4.899269697489217e-05,隍,4.895012898487039e-05, exchanged,4.618486491381191e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997483630977513
Germany→Berlin,0,pos,orig,4,9, The,17.03262710571289,17.03262710571289,音响,5.652458276017569e-05,窟,5.0313516112510115e-05,隍,5.000608507543802e-05,翥,4.9515067075844854e-05, exchanged,4.790834282175638e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9997457324061543
